question_id,topk_mass,neg_entropy,neg_logprob_var,is_correct
gsm8k_44,0.9981185110114171,-0.2521231464253152,-13.15182504358444,False
gsm8k_44,0.99068703477563,-0.3509721073278392,-11.029487102090256,False
gsm8k_44,0.9449435822424476,-0.5635370097918138,-10.295331288423036,False
gsm8k_44,0.9883429437084833,-0.4710176618714264,-10.422403210779235,True
gsm8k_44,0.9937127465419872,-0.2894110103256738,-11.155677673078143,False
gsm8k_44,0.9935222832189686,-0.336718722347321,-11.233914319622134,False
gsm8k_45,0.9966711965403532,-0.2423861484012495,-9.69309676078279,True
gsm8k_45,0.9969835924106712,-0.2237648017268135,-9.736959934778545,True
gsm8k_45,0.9902518832023648,-0.37258587620787487,-7.289537502615286,False
gsm8k_45,0.9963859062345964,-0.22235396200408347,-9.754948238489833,False
gsm8k_45,0.997239360316323,-0.20225037582390656,-9.423514943217956,True
gsm8k_45,0.9946153769526974,-0.2416544136014566,-10.01665357028816,False
gsm8k_45,0.994831541663883,-0.3178461533610788,-9.015229348563306,True
gsm8k_46,0.9867011055175517,-0.38085590938551955,-9.013424347968321,False
gsm8k_46,0.9928320977714089,-0.3425057127988976,-9.593975181888531,False
gsm8k_46,0.9849172580827472,-0.3844931153805868,-8.883577638966322,True
gsm8k_46,0.987606850241541,-0.3854319128037129,-8.088984859357966,False
gsm8k_46,0.9885415684597166,-0.37483658545068604,-9.229885369474822,False
gsm8k_46,0.9813546993007422,-0.4283960634789751,-9.746082057246404,True
gsm8k_46,0.9798366778566671,-0.559121153852021,-8.3430864777944,True
gsm8k_47,0.9949680629348452,-0.34558813084545825,-11.165709539141199,False
gsm8k_47,0.9956086717538708,-0.2608672980039044,-11.892648625291034,False
gsm8k_47,0.997504090090265,-0.24369992514425676,-12.456643321747869,False
gsm8k_47,0.9937536599460861,-0.30841407904592755,-11.644150393791719,False
gsm8k_47,0.9972880335564819,-0.1837016603666622,-11.70970739924448,False
gsm8k_47,0.9960929387767435,-0.34101243901394745,-10.274112758785684,True
gsm8k_47,0.9968100600878962,-0.17501997325304314,-11.061180590311432,False
gsm8k_48,0.9962200253062712,-0.3113049783637567,-13.640705902016984,True
gsm8k_48,0.9961962154057017,-0.30257522733319653,-10.550140099889745,False
gsm8k_48,0.9980379520709285,-0.26005794283913175,-10.632319106834979,True
gsm8k_48,0.9969731824779321,-0.32354645228081663,-10.468534410727322,True
gsm8k_48,0.997013611012851,-0.24875978579365723,-13.012367907404856,True
gsm8k_48,0.9949717717038873,-0.3483494125184902,-12.939082886372596,False
gsm8k_48,0.997408227949775,-0.32008126015906996,-12.79296999946295,True
gsm8k_49,0.997110591186943,-0.24213392291218627,-11.451391921938416,True
gsm8k_49,0.998144266269275,-0.1364319744714869,-9.690916046559645,True
gsm8k_49,0.9965319747158631,-0.2338137289195664,-10.940538582408344,True
gsm8k_49,0.9965086369988208,-0.25649306489794543,-9.594444458837796,True
gsm8k_49,0.9983354529786521,-0.18539546829099993,-10.746068879304781,True
gsm8k_49,0.9981681672612743,-0.1738697270225327,-9.584430053431362,True
gsm8k_49,0.9979983858583704,-0.2179052181458247,-11.066855353843431,True
stratqa_0,0.932351703463952,-0.6394372391115611,-8.170839597152607,True
stratqa_0,0.9192869440972011,-0.7193775551857727,-7.410384987936899,True
stratqa_0,0.9471572704004937,-0.6188146117694664,-9.025391081754186,True
stratqa_0,0.9319074894171278,-0.702366217504865,-8.182314692664436,True
